Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname Bundesland;Abgabe
03473;20041120;20250506;89;53.0528;12.7562;Neuruppin-Gühlen Glienicke;Brandenburg;Frei
03478;19770420;20050817;81;53.5468;13.1914;Neubrandenburg;Mecklenburg-Vorpommern;Frei
03484;19790101;20250505;379;48.7085;11.2147;Neuburg an der Donau;Bayern;Frei
03485;20050501;20250505;487;48.3114;10.3773;Neuburg/Kammel-Langenhaslach;Bayern;Frei
03490;20040901;20250505;111;50.5346;7.0853;Neuenahr, Bad-Ahrweiler;Rheinland-Pfalz;Frei
03491;20040601;20250506;734;50.4410;11.2401;Föritztal-Neuenbau;Thüringen;Frei
03493;19800701;19900731;223;47.8333;7.5833;Neuenburg-Zinken;Baden-Württemberg;
03497;20041001;20250506;336;50.1226;11.5596;Ludwigschorgast;Bayern;Frei
03499;20060701;20250506;292;51.2915;7.8530;Neuenrade-Blintrop;Nordrhein-Westfalen;Frei
03509;20041001;20250505;78;53.1020;13.0421;Stechlin-Menz;Brandenburg;Frei
03513;19900206;20250505;845;50.5003;11.1345;Neuhaus am Rennweg;Thüringen;Frei
03518;19930301;19940624;793;47.9760;8.9101;Neuhausen ob Eck;Baden-Württemberg;Frei
03519;20050301;20250506;663;47.9519;8.9932;Neuhausen ob Eck-Unterschwandorf;Baden-Württemberg;Frei
03525;20030429;20250506;460;49.2586;12.9601;Neukirchen beim Heiligen Blut;Bayern;Frei
03527;20040501;20250505;500;50.8923;9.4050;Neukirchen-Hauptschwenda;Hessen;Frei
03530;19510101;19811031;479;49.5003;11.6397;Neukirchen/Oberpfalz -Haid;Bayern;Frei
03532;19610101;19761130;4;54.3609;10.6015;Neuland;Schleswig-Holstein;Frei
03534;19810301;20250505;584;49.2713;11.4881;Neumarkt-Höhenberg;Bayern;Frei
03535;20060111;20250506;438;48.3658;12.5211;Neumarkt-Sankt Veit;Bayern;Frei
03536;20030429;20250506;420;49.2835;11.4525;Neumarkt/Oberpfalz;Bayern;Frei
03538;19790101;19951023;20;54.0833;9.9333;Neumünster-Wasbek;Schleswig-Holstein;Frei
03540;20041101;20250505;195;50.8446;7.3720;Neunkirchen-Seelscheid-Krawinkel;Nordrhein-Westfalen;Frei
03542;19751101;19950531;271;49.3500;7.1667;Neunkirchen/Saar;Saarland;
03545;20050301;20250505;236;49.3440;7.2297;Neunkirchen-Wellesweiler;Saarland;Frei
03552;19750701;20190408;38;52.9037;12.8071;Neuruppin;Brandenburg;Frei
03558;20061201;20250506;41;52.5000;9.4941;Neustadt am Rübenberge;Niedersachsen;Frei
03560;20040301;20250506;230;50.3039;10.1760;Neustadt, Bad;Bayern;Frei
03564;20050201;20250506;35;53.4571;11.5687;Neustadt-Glewe-Friedrichsmoor;Mecklenburg-Vorpommern;Frei
03571;20080301;20250505;452;49.8174;11.8638;Neustadt am Kulm-Filchendorf;Bayern;Frei
03572;20060109;20250506;330;50.3198;11.1104;Neustadt bei Coburg;Bayern;Frei
03575;19490616;19830110;163;49.3570;8.1405;Neustadt/Weinstraße;Rheinland-Pfalz;Frei
03576;19760101;20021031;125;49.3478;8.1822;Neustadt/Weinstraße (Heidehof);Rheinland-Pfalz;Frei
03577;19510101;19760701;64;53.3585;13.0502;Neustrelitz;Mecklenburg-Vorpommern;Frei
03584;20040701;20250506;365;49.8135;6.5857;Newel;Rheinland-Pfalz;Frei
03589;20040601;20250506;162;50.2741;8.8653;Nidderau-Erbstadt;Hessen;Frei
03591;20040601;20250505;350;50.6743;6.4240;Nideggen-Schmidt;Nordrhein-Westfalen;Frei
03601;19610101;19701231;235;51.0167;7.5833;Niederseßmar;Nordrhein-Westfalen;Frei
03602;20051001;20230501;421;50.1749;6.7700;Oberstadtfeld;Rheinland-Pfalz;Frei
03603;19930301;20250505;459;49.3895;9.9666;Niederstetten;Baden-Württemberg;Frei
03605;19750601;19780601;451;48.5334;10.2427;Niederstotzingen;Baden-Württemberg;Frei
03607;20041001;20250506;416;48.6106;12.4143;Loiching;Bayern;Frei
03612;20070401;20250505;25;52.6711;9.2229;Nienburg;Niedersachsen;Frei
03616;20040911;20250506;306;50.6603;7.8050;Hachenburg/Westerwaldkreis;Rheinland-Pfalz;Frei
03617;20050101;20250506;431;49.1658;12.2788;Nittenau-Harting;Bayern;Frei
03621;20060101;20250505;435;48.8253;10.5067;Reimlingen;Bayern;Frei
03623;19790101;20250505;108;50.8294;6.6601;Nörvenich-Niederbolheim;Nordrhein-Westfalen;Frei
03625;20040901;20250506;403;49.5568;7.0716;Nohfelden-Gonnesweiler;Saarland;Frei
03631;19490101;20250505;12;53.7123;7.1519;Norderney;Niedersachsen;Frei
03637;19910101;19980630;190;51.5158;10.7739;Nordhausen/Salza;Thüringen;
03639;19790101;20250505;24;53.7647;8.6584;Nordholz-Wanhöden;Niedersachsen;Frei
03650;20041201;20250506;214;51.7630;10.0416;Northeim-Imbshausen;Niedersachsen;Frei
03651;19920402;20250505;111;51.7521;9.9450;Northeim-Stöckheim;Niedersachsen;Frei
03657;19830601;20150831;341;50.9081;7.5543;Nümbrecht auf dem Lindchen;Nordrhein-Westfalen;Frei
03658;19800701;20050130;303;50.9095;7.5725;Nümbrecht-Distelkamp;Nordrhein-Westfalen;Frei
03659;19490101;19950306;627;50.3391;6.9501;Nürburg;Rheinland-Pfalz;Frei
03660;19950306;20250505;485;50.3602;6.8697;Nürburg-Barweiler;Rheinland-Pfalz;Frei
03661;19600101;19780331;307;49.4500;11.0667;Nürnberg (Hochhaus);Bayern;Frei
03667;20050301;20250505;369;49.4258;11.2539;Nürnberg-Netzstall;Bayern;Frei
03668;19490101;20250505;314;49.5030;11.0549;Nürnberg;Bayern;Frei
03671;19790101;19810401;280;48.6321;9.3261;Nürtingen;Baden-Württemberg;Frei
03677;20040901;20250506;832;47.6030;11.0607;Oberammergau;Bayern;Frei
03679;20061101;20250505;518;47.6187;12.1665;Kiefersfelden-Gach;Bayern;Frei
03681;20060105;20250506;426;49.9185;10.5963;Oberaurach-Fatschenbrunn;Bayern;Frei
03690;20061010;20250506;372;48.3862;8.1426;Oberharmersbach;Baden-Württemberg;Frei
03699;19510101;19701231;71;50.3000;7.6167;Oberlahnstein;Rheinland-Pfalz;Frei
03700;20051101;20250506;472;50.2661;9.7727;Oberleichtersbach-Modlos;Bayern;Frei
03702;20030101;20061231;515;47.8780;7.8288;Münstertal-Obermünstertal;Baden-Württemberg;
03704;20061010;20250506;516;48.2851;8.5764;Oberndorf/Neckar;Baden-Württemberg;
03714;20040901;20250506;896;47.5538;9.9406;Oberreute;Bayern;Frei
03722;20050101;20250506;484;48.2443;11.5528;Oberschleißheim;Bayern;Frei
03727;19831001;20010930;800;47.5619;10.0313;Oberstaufen-Kalzhofen;Bayern;
03729;20050419;20250506;748;47.5577;10.0938;Oberstaufen-Thalkirchdorf;Bayern;Frei
03730;19490101;20250505;806;47.3984;10.2759;Oberstdorf;Bayern;Frei
03733;20061010;20161020;468;49.0495;9.3923;Oberstenfeld-Prevorst;Baden-Württemberg;Frei
03734;20040701;20250505;232;49.1280;9.3525;Obersulm-Willsbach;Baden-Württemberg;Frei
03735;19490101;19511231;455;48.2635;12.2760;Obertaufkirchen;Bayern;Frei
03739;20050301;20250505;596;49.4521;12.4365;Oberviechtach;Bayern;Frei
03740;20080401;20250506;195;50.9933;13.9807;Lohmen/Sachsen;Sachsen;Frei
03744;19510101;19601231;125;51.6018;9.5383;Oberweser-Gieselwerder;Hessen;Frei
03752;19610101;19770531;1014;50.0300;11.8074;Ochsenkopf;Bayern;Frei
03761;19490101;20250505;276;49.2070;9.5176;Öhringen;Baden-Württemberg;Frei
03775;19580101;20010816;100;50.1029;8.7468;Offenbach/Main-Zentrallabor (RADA);Hessen;Frei
03776;19610101;19701231;110;50.0946;8.7546;Offenbach/M. (Stadt);Hessen;Frei
03790;19510101;19671231;5;53.1018;8.2516;Oldenburg (A);Niedersachsen;Frei
03791;19790101;20121001;11;53.1763;8.1824;Oldenburg;Niedersachsen;Frei
03795;20041201;20250506;49;51.7066;7.3564;Olfen;Nordrhein-Westfalen;Frei
03802;20061010;20161027;315;48.4765;8.1624;Oppenau;Baden-Württemberg;Frei
03803;19510101;19990430;85;49.8481;8.3672;Oppenheim;Rheinland-Pfalz;Frei
03811;19830103;20250428;150;51.2960;13.0928;Oschatz;Sachsen;Frei
03815;19490101;20101130;95;52.2553;8.0534;Osnabrück;Niedersachsen;Frei
03820;20071101;20250506;58;52.3656;8.2011;Ostercappeln-Schwagstorf;Niedersachsen;Frei
03821;19900611;20250505;244;51.0872;11.9293;Osterfeld;Sachsen-Anhalt;Frei
03836;20060301;20250505;314;50.4538;10.2211;Ostheim v.d. Rhön;Bayern;Frei
03843;19510101;19601231;21;53.4500;9.6667;Ottensen;Niedersachsen;Frei
03844;20090701;20250506;305;51.9473;9.3998;Ottenstein;Niedersachsen;Frei
03848;20050901;20250506;18;53.1403;9.1517;Ottersberg-Otterstedt;Niedersachsen;Frei
03849;20050301;20250506;667;47.9303;10.3100;Ottobeuren;Bayern;Frei
03853;20041101;20250506;3;53.3819;8.4493;Ovelgönne;Niedersachsen;Frei
03857;20050101;20250505;886;47.6362;10.3892;Oy-Mittelberg-Petersthal;Bayern;Frei
03868;19790101;19900403;1;53.0802;7.3845;Papenburg-Weißenburg;Niedersachsen;Frei
03873;19911101;19951210;4;54.3667;13.0833;Parow (Flugplatz);Mecklenburg-Vorpommern;Frei
03874;19810101;20061231;64;52.5361;10.8853;Parsau;Niedersachsen;Frei
03875;20050101;20250505;549;49.1510;11.6897;Parsberg/Oberpfalz-Eglwang;Bayern;Frei
03879;19490101;19970103;409;48.5779;13.4694;Passau-Oberhaus;Bayern;Frei
03881;20041101;20250506;12;53.1420;14.1074;Schwedt/Oder-Passow;Brandenburg;Frei
03886;20060111;20250506;420;49.7408;11.5528;Pegnitz;Bayern;Frei
03897;19840912;20250505;2;54.0893;10.8773;Pelzerhaken;Schleswig-Holstein;Frei
03904;20040901;20250505;152;49.5354;6.3789;Perl-Nennig;Saarland;Frei
03905;19900829;20250505;407;49.5214;6.4476;Perl-Sinz-Renglischberg;Saarland;Frei
03906;20040501;20250506;40;53.0952;11.8603;Perleberg;Brandenburg;Frei
03911;20040701;20250506;305;50.6175;9.7250;Petersberg-Marbach;Hessen;Frei
03913;20040701;20250506;43;52.3817;9.0176;Petershagen;Nordrhein-Westfalen;Frei
03914;19710101;20061230;36;52.4817;9.1214;Petershagen-Wasserstraße;Nordrhein-Westfalen;Frei
03919;20040901;20250506;381;48.4252;12.9924;Pfarrkirchen;Bayern;Frei
03921;19790101;19970528;396;49.8500;7.6000;Pferdsfeld;Rheinland-Pfalz;Frei
03922;19800301;20010630;438;49.1162;10.8596;Pfofeld-Langlau;Bayern;Frei
03924;19510101;19900228;246;48.9059;8.7412;Pforzheim-Eutingen;Baden-Württemberg;Frei
03925;20050901;20250505;332;48.9329;8.6973;Pforzheim-Ispringen;Baden-Württemberg;Frei
03927;20040701;20250505;630;47.9345;9.2869;Pfullendorf;Baden-Württemberg;Frei
03939;20041001;20250505;382;49.1912;7.5879;Pirmasens;Rheinland-Pfalz;Frei
03945;20050301;20250506;66;53.4584;12.2417;Plau am See;Mecklenburg-Vorpommern;Frei
03946;19750701;20250505;387;50.4818;12.1300;Plauen;Sachsen;Frei
03948;20040901;20250506;443;49.6490;11.4685;Plech;Bayern;Frei
03950;20030418;20250506;380;49.1248;10.9731;Pleinfeld-Mandlesmühle;Bayern;Frei
03954;19700701;19960930;26;54.1603;10.4345;Plön (Max-Planck-Institut);Schleswig-Holstein;Frei
03960;20040901;20250506;323;48.3952;13.3139;Pocking;Bayern;Frei
03965;20071201;20250506;6;54.1034;13.1533;Süderholz-Neuendorf;Mecklenburg-Vorpommern;Frei
03967;20050401;20250506;70;52.1836;14.5748;Pohlitz;Brandenburg;Frei
03969;20040922;20250506;235;50.3049;7.3100;Polch, Kr. Mayen-Koblenz;Rheinland-Pfalz;Frei
03972;20021101;20250506;510;48.9343;10.7586;Polsingen-Döckingen;Bayern;Frei
03975;20050301;20250505;522;49.4777;11.5357;Pommelsbrunn-Mittelburg;Bayern;Frei
03987;19750701;20250505;81;52.3812;13.0622;Potsdam;Brandenburg;Frei
03988;18930101;20020831;81;52.3822;13.0622;Potsdam (Säkularstation);Brandenburg;Frei
03997;19911101;19941230;100;51.6667;14.6333;Preschen (Flugplatz);Brandenburg;Frei
03999;20041101;20250506;597;49.7844;12.0331;Pressath-Mühlberg;Bayern;Frei
04000;20030428;20250506;640;50.2277;11.5486;Presseck;Bayern;Frei
04009;19610101;20040531;7;54.2128;9.4177;Wrohm;Schleswig-Holstein;Frei
04016;20050301;20250506;283;49.8526;10.1006;Prosselsheim-Seligenstadt;Bayern;Frei
04017;20021101;20250506;386;50.1807;6.3509;Prüm-Watzerath;Rheinland-Pfalz;Frei
04018;19820101;19830901;550;48.1877;11.2206;Puch;Bayern;Frei
04023;20100401;20250506;270;51.2006;14.0207;Pulsnitz;Sachsen;Frei
04024;19900611;20250505;40;54.3643;13.4771;Putbus;Mecklenburg-Vorpommern;Frei
04026;19860301;19960708;1;54.5000;11.2167;Puttgarden;Schleswig-Holstein;Frei
04029;19510101;19601231;25;52.6691;7.9544;Quakenbrück;Niedersachsen;Frei
04032;20061201;20250505;142;51.7953;11.1320;Quedlinburg;Sachsen-Anhalt;Frei
04036;20070301;20250505;204;51.3895;11.5412;Querfurt-Mühle Lodersleben;Sachsen-Anhalt;Frei
04039;19960207;20250505;11;53.7331;9.8776;Quickborn;Schleswig-Holstein;Frei
04052;20071201;20250506;94;51.7557;12.5104;Kemberg-Radis;Sachsen-Anhalt;Frei
04057;20200906;20250506;394;50.4933;10.7847;Ratscher;Thüringen;Frei
04063;20030701;20250505;41;52.4461;8.5906;Rahden-Kleinendorf;Nordrhein-Westfalen;Frei
04065;20040701;20250506;462;48.6192;11.0059;Rain am Lech-Wallerdorf;Bayern;Frei
04066;19861101;19990131;553;47.9091;11.1048;Raisting;Bayern;Frei
04073;19510101;19820228;250;49.2500;9.0833;Rappenau, Bad;Baden-Württemberg;Frei
04078;20051201;20250506;18;53.2428;8.2236;Rastede;Niedersachsen;Frei
04080;20050901;20250506;9;53.7409;13.7906;Ducherow-Rathebur;Mecklenburg-Vorpommern;Frei
04090;20050801;20250506;89;50.0056;8.4291;Raunheim;Hessen;Frei
04091;19710101;19980630;1640;47.7327;12.6827;Rauschberg bei Ruhpolding;Bayern;Frei
04094;20040601;20250505;441;47.8062;9.6206;Weingarten, Kr. Ravensburg;Baden-Württemberg;Frei
04095;19710101;20031231;494;47.7674;9.5550;Ravensburg-Bavendorf;Baden-Württemberg;Frei
04100;19510101;19731231;109;51.6243;7.1820;Recklinghausen;Nordrhein-Westfalen;Frei
04101;20040801;20250506;16;53.3469;11.1992;Redefin;Mecklenburg-Vorpommern;Frei
04104;19490101;20250505;365;49.0425;12.1019;Regensburg;Bayern;Frei
04109;20041001;20250506;586;50.2214;12.0275;Rehau;Bayern;Frei
04112;20061201;20250506;60;52.4396;9.1335;Rehburg-Loccum;Niedersachsen;Frei
04125;19510101;20061129;470;47.7238;12.8740;Reichenhall, Bad;Bayern;Frei
04127;20050101;20250505;347;50.9906;7.6958;Reichshof-Eckenhagen;Nordrhein-Westfalen;Frei
04128;20230203;20250506;450;50.7339;13.2194;Lengefeld-Reifland;Sachsen;Frei
04132;20021101;20250506;115;51.4841;9.6121;Reinhardshagen-Vaake;Hessen;Frei
04134;20021101;20250506;172;49.8366;8.8806;Otzberg-Habitzheim;Hessen;Frei
04135;20070601;20250506;336;51.4248;10.1898;Reinholterode;Thüringen;Frei
04150;20051201;20250506;59;51.8118;7.0907;Reken;Nordrhein-Westfalen;Frei
04154;20110201;20180701;345;51.1800;7.2505;Remscheid-Lennep;Nordrhein-Westfalen;Frei
04157;19850601;20031130;315;50.5052;7.4881;Rengsdorf (Kurort);Rheinland-Pfalz;Frei
04159;20041201;20250506;523;48.8104;10.9360;Tagmersheim-Blossenau;Bayern;Frei
04160;20040701;20250505;478;48.7425;8.9240;Renningen-Ihinger Hof;Baden-Württemberg;Frei
04167;20081001;20130711;370;49.8633;7.3378;Rhaunen;Rheinland-Pfalz;Frei
04169;20021101;20250505;131;48.6703;7.9939;Rheinau-Memprechtshofen;Baden-Württemberg;Frei
04174;19930301;20171220;40;52.2887;7.3866;Rheine-Bentlage;Nordrhein-Westfalen;Frei
04175;20040601;20250505;283;47.5590;7.7721;Rheinfelden;Baden-Württemberg;Frei
04177;20081101;20250505;116;48.9726;8.3301;Rheinstetten;Baden-Württemberg;Frei
04185;20040901;20250506;363;48.9555;11.7280;Riedenburg;Bayern;Frei
04189;20040801;20250505;534;48.1479;9.4596;Altheim, Kreis Biberach;Baden-Württemberg;Frei
04190;19790101;19940128;526;48.1667;9.5000;Riedlingen (A);Baden-Württemberg;Frei
04211;20050415;20250506;493;48.4245;8.3303;Rippoldsau, Bad;Baden-Württemberg;
04218;20040317;20250506;300;50.3311;10.7918;Rodach;Bayern;Frei
04219;20041001;20250506;512;50.3965;6.8568;Rodder;Rheinland-Pfalz;Frei
04222;19910101;20060130;464;50.5263;12.4091;Rodewisch;Sachsen;Frei
04224;20050901;20250506;388;49.2412;12.4125;Roding-Neubäu;Bayern;Frei
04225;19790601;20190412;373;49.2195;12.5360;Roding-Wetterfeld;Bayern;Frei
04230;20021101;20250506;137;49.9832;8.8395;Rödermark-Ober-Roden;Hessen;Frei
04248;20021101;20250506;402;49.3082;10.9183;Rohr/Mittelfranken-Dechendorf;Bayern;Frei
04251;20050611;20250506;1067;47.4069;10.1676;Oberstdorf-Rohrmoos;Bayern;Frei
04261;20060301;20240412;444;47.8819;12.1249;Rosenheim;Bayern;Frei
04271;19750701;20250505;5;54.1803;12.0808;Rostock-Warnemünde;Mecklenburg-Vorpommern;Frei
04275;20041201;20250505;32;53.1289;9.3398;Rotenburg (Wümme);Niedersachsen;Frei
04279;19890418;20250505;593;50.3046;6.3863;Roth bei Prüm;Rheinland-Pfalz;Frei
04280;19930301;20250505;386;49.2162;11.1035;Roth;Bayern;Frei
04281;19911009;19911204;635;50.9304;8.1924;Rothaargebirge;Nordrhein-Westfalen;
04282;20041001;20250506;24;53.5954;13.8121;Rothemühl;Mecklenburg-Vorpommern;Frei
04287;20050101;20250505;415;49.3849;10.1732;Rothenburg ob der Tauber;Bayern;Frei
04288;20051201;20250506;96;52.1038;8.1809;Rothenfelde, Bad;Niedersachsen;Frei
04289;19710101;19811231;148;49.9000;9.5833;Rothenfels;Bayern;Frei
04290;20040901;20170418;14;53.5169;14.2044;Rothenklempenow;Mecklenburg-Vorpommern;Frei
04293;19610101;20051130;747;47.6819;11.7714;Rottach-Egern;Bayern;Frei
04294;20041026;20250506;360;48.4704;8.9687;Rottenburg-Kiebingen;Baden-Württemberg;Frei
04300;20040701;20250505;588;48.1815;8.6356;Rottweil;Baden-Württemberg;Frei
04301;20050301;20250505;102;49.8502;7.8710;Kreuznach, Bad;Rheinland-Pfalz;Frei
04303;20041001;20051013;395;48.6532;13.4233;Ruderting;Bayern;Frei
04308;20021101;20250506;403;50.0517;7.8876;Rüdesheim-Presberg;Hessen;Frei
04310;20040701;20250506;105;49.1609;8.3009;Rülzheim;Rheinland-Pfalz;Frei
04313;20040801;20250506;370;51.4966;8.4342;Rüthen;Nordrhein-Westfalen;Frei
04315;20050901;20250506;914;48.5615;8.2228;Baiersbronn-Ruhestein;Baden-Württemberg;Frei
04318;19710101;20061230;692;47.7310;12.6610;Ruhpolding;Bayern;Frei
04320;19880701;19920930;36;54.0934;10.2223;Ruhwinkel;Schleswig-Holstein;Frei
04323;20050301;20250505;461;49.6468;7.8837;Ruppertsecken;Rheinland-Pfalz;Frei
04335;19770701;19830630;206;49.2500;6.9500;Saarbrücken (Röchling);Saarland;
04336;19490101;20250505;319;49.2128;7.1077;Saarbrücken-Ensheim;Saarland;Frei
04338;19750701;19880126;191;49.2170;7.0199;Saarbrücken (Wasserwerk);Saarland;
04339;19560101;19710101;193;49.2231;7.0168;Saarbrücken-Sankt Johann;Saarland;Frei
04343;19790101;19931130;180;49.3256;6.7354;Saarlouis;Saarland;
04347;20001101;20030708;293;51.5909;10.5691;Sachsa, Bad;Niedersachsen;Frei
04349;20040601;20250505;251;48.9569;9.0711;Sachsenheim;Baden-Württemberg;Frei
04350;19710101;20081229;339;47.5619;7.9399;Säckingen, Bad (Bergseestr.);Baden-Württemberg;
04351;20061009;20250506;295;47.5582;7.9773;Säckingen, Bad/ Rhein;Baden-Württemberg;
04352;20070901;20250506;5;54.5159;13.5305;Sagard-Vorwerk;Mecklenburg-Vorpommern;Frei
04354;20060101;20250505;457;48.7832;13.3146;Saldenburg-Entschenreuth;Bayern;Frei
04361;19610101;19701231;141;52.0333;10.3500;Salzgitter-Hohenrode (A);Niedersachsen;Frei
04367;20090901;20220701;175;52.0781;9.5520;Salzhemmendorf-Lauenstein;Niedersachsen;Frei
04368;20041001;20250506;93;51.7098;8.5796;Salzkotten;Nordrhein-Westfalen;Frei
04371;19501001;20250505;135;52.1042;8.7521;Salzuflen, Bad;Nordrhein-Westfalen;Frei
04373;19520101;19720101;29;52.8568;11.1319;Salzwedel;Sachsen-Anhalt;Frei
04374;20040315;20250506;687;47.7774;12.2102;Samerberg-Geisenkam;Bayern;Frei
04377;20050901;20250505;518;50.3518;10.0034;Sandberg;Bayern;Frei
04381;19510101;19701231;179;51.4776;11.3123;Sangerhausen;Sachsen-Anhalt;Frei
04386;19790301;20011201;795;47.7610;8.1247;Sankt Blasien;Baden-Württemberg;Frei
04387;20040801;20250506;805;49.0029;12.8237;Sankt Englmar;Bayern;Frei
04391;19510101;19701231;3;53.9878;9.1125;Sankt Michaelisdonn;Schleswig-Holstein;Frei
04393;19991201;20250505;5;54.3279;8.6031;Sankt Peter-Ording;Schleswig-Holstein;Frei
04400;20040801;20250506;171;51.5439;8.1808;Sassendorf, Bad-Beusingsen;Nordrhein-Westfalen;Frei
04401;19510101;19801231;81;51.6334;8.1872;Sassendorf, Bad-Ostinghausen;Nordrhein-Westfalen;Frei
04405;20060301;20250506;34;54.6854;9.6261;Satrup;Schleswig-Holstein;Frei
04411;20040501;20250505;155;49.9195;8.9672;Schaafheim-Schlierbach;Hessen;Frei
04412;20041101;20250506;95;52.1980;11.4218;Hohe Börde-Schackensleben;Sachsen-Anhalt;Frei
04413;20041001;20250506;555;47.9767;11.4693;Schäftlarn-Kloster Schäftlarn;Bayern;Frei
04424;19660406;19861231;1205;47.9139;7.9083;Schauinsland (UBA);Baden-Württemberg;
04425;19490101;19670928;569;49.4864;7.0290;Schaumberg-Tholey;Saarland;Frei
04429;19811201;19951231;778;47.5880;9.8500;Scheidegg;Bayern;Frei
04441;20040501;20250506;479;48.5025;11.4543;Scheyern;Bayern;Frei
04442;19810101;20071230;155;51.9119;9.1533;Schieder;Nordrhein-Westfalen;Frei
04445;19900611;20250505;613;51.7658;10.6533;Wernigerode-Schierke;Sachsen-Anhalt;Frei
04464;19900611;20250505;501;50.5679;11.8041;Schleiz;Thüringen;Frei
04466;19510312;20250505;43;54.5275;9.5487;Schleswig;Schleswig-Holstein;Frei
04469;20060801;20250506;399;50.5071;10.7620;Schleusingen;Thüringen;Frei
04471;19710101;19850630;780;47.7358;11.8505;Schliersee (A);Bayern;Frei
04474;19510101;19731231;170;49.7961;7.7583;Schlossböckelheim;Rheinland-Pfalz;Frei
04477;20050531;20100501;993;47.8208;8.1860;Schluchsee;Baden-Württemberg;Frei
04480;20040901;20250505;232;50.3447;9.5533;Schlüchtern-Herolz;Hessen;Frei
04482;19840801;20061230;411;49.7844;10.5407;Schlüsselfeld-Hohn am Berg;Bayern;Frei
04485;20050201;20170301;296;50.7250;10.4539;Schmalkalden, Kurort;Thüringen;Frei
04488;20060801;20250506;443;51.2127;8.2672;Schmallenberg-Sellinghausen;Nordrhein-Westfalen;Frei
04490;20040701;20250506;223;49.4149;6.8360;Schmelz-Hüttersdorf;Saarland;Frei
04493;20050401;20250506;417;49.4116;12.0760;Schmidgaden;Bayern;Frei
04494;20050201;20250506;455;49.2806;11.9140;Schmidmühlen;Bayern;Frei
04501;19780701;20250505;938;50.6545;10.7696;Schmücke;Thüringen;Frei
04508;20040801;20250505;653;50.2968;6.4194;Schneifelforsthaus;Rheinland-Pfalz;Frei
04517;19961001;20081201;635;48.7859;8.6451;Schömberg, Kr. Calw;Baden-Württemberg;Frei
04532;19880601;20031231;350;49.4103;8.9351;Schönbrunn/Baden;Baden-Württemberg;Frei
04546;20041101;20250506;684;49.5273;12.5705;Schönsee-Dietersdorf;Bayern;Frei
04548;20070701;20250505;608;50.1847;12.0791;Schönwald/Ofr.-Brunn;Bayern;Frei
04549;19770701;19950831;1021;48.1002;8.1969;Schönwald/Schwarzwald;Baden-Württemberg;Frei
04555;20061001;20250506;29;52.6630;12.1812;Schollene;Sachsen-Anhalt;Frei
04556;19720901;20000831;904;48.1402;8.1991;Schonach;Baden-Württemberg;
04559;20050501;20250505;398;49.1644;12.6175;Schorndorf-Knöbling;Bayern;Frei
04560;20050201;20220102;265;50.4925;9.1226;Schotten;Hessen;Frei
04566;20040501;20130901;46;52.9738;12.1115;Schrepkow;Brandenburg;Frei
04567;20040601;20250506;417;48.5532;11.2844;Schrobenhausen;Bayern;Frei
